Rk.,Name,Age,V,M,TD,TR,Ind.,Diff.,Q
91,CANTINI Edoardo,21,3,6,22,15,0.5,7,Qualified
92,COHEN Josef,26,3,6,26,20,0.5,6,Qualified
93,ARCHVADZE Vakhtangi,23,3,6,24,20,0.5,4,Qualified
93,RIKITAKE Yuto,23,3,6,24,20,0.5,4,Qualified
95,ZEA Gibran,28,3,6,23,19,0.5,4,Qualified
96,GIRAULT Evann Jean Abba,20,3,6,25,22,0.5,3,Qualified
96,KUZMIN Leon,23,3,6,25,22,0.5,3,Qualified
98,DUBARRY Baptiste,28,3,6,24,21,0.5,3,Qualified
98,KAJOR Krzysztof,22,3,6,24,21,0.5,3,Qualified
100,CRESPO Christian,26,3,6,23,20,0.5,3,Qualified
100,HRYCIUK Szymon,22,3,6,23,20,0.5,3,Qualified
102,HERNANDEZ CABALLERO Andres,29,3,6,22,19,0.5,3,Qualified
102,LUCCHETTI Stefano Ivan,28,3,6,22,19,0.5,3,Qualified
104,TCHEISHVILI Nikoloz,24,3,6,24,22,0.5,2,Qualified
105,TSUMORI Shido,21,3,6,23,21,0.5,2,Qualified
106,CIDU Matei,24,3,6,23,22,0.5,1,Qualified
107,PATRICE Jean-Philippe,28,3,6,22,21,0.5,1,Qualified
108,CIDU Casian,19,3,6,21,20,0.5,1,Qualified
109,ROMERO Eliecer,30,3,6,24,24,0.5,0,Qualified
110,ALLEN Samuel,21,3,6,23,23,0.5,0,Qualified
111,PALACIOS MURILLO Mario Alberto,29,3,6,22,22,0.5,0,Qualified
112,FLOREZ Carlos,24,3,6,20,20,0.5,0,Qualified
112,REN Junming,24,3,6,20,20,0.5,0,Qualified
114,HALLIWELL Barnaby,25,3,6,22,23,0.5,-1,Qualified
115,TAFLAN Ahmet Turgut,22,3,6,21,22,0.5,-1,Qualified
116,MARTINE Thomas,26,3,6,23,25,0.5,-2,Qualified
117,AYMAN Mostafa,27,3,6,21,23,0.5,-2,Qualified
117,CHANG Hoi Chun,24,3,6,21,23,0.5,-2,Qualified
119,BONAH Luis,28,3,6,20,22,0.5,-2,Qualified
119,SHINDE Abhay Krishna,23,3,6,20,22,0.5,-2,Qualified
121,SATTARKHAN Nazarbay,27,3,6,19,21,0.5,-2,Qualified
122,SCHLAFFER Leon,24,3,6,22,25,0.5,-3,Qualified
123,ALVAREZ DURAN Pablo,23,3,6,19,22,0.5,-3,Qualified
124,MONSALVA Roberto,24,3,6,18,21,0.5,-3,Qualified
125,ALMUTAIRI Ziyad,20,3,6,18,22,0.5,-4,Qualified
126,HAYNES Luke,24,3,6,20,25,0.5,-5,Qualified
127,ALQUDIHI Ahmed,27,3,6,19,25,0.5,-6,Qualified
127,XU Yingming,33,3,6,19,25,0.5,-6,Qualified
129,WONG Tzer Chyuan,31,3,6,19,26,0.5,-7,Qualified
130,MORAN Yago,22,3,6,18,26,0.5,-8,Qualified
130,YOSHIDA Tamon,24,3,6,18,26,0.5,-8,Qualified
132,ALMANSAF Abdullah,21,3,6,16,25,0.5,-9,Qualified
133,HORVATH Gergo,23,2,5,18,18,0.4,0,Qualified
133,PATINO Emir,24,2,5,18,18,0.4,0,Qualified
135,DI MARTINO Pietro Jose,27,2,5,19,22,0.4,-3,Qualified
136,PEKELMAN Bruno,24,2,5,14,17,0.4,-3,Qualified
137,HO Sze Long Aaron,29,2,5,18,22,0.4,-4,Qualified
138,MILLER Curtis,33,2,5,15,19,0.4,-4,Qualified
139,BENEDICT Nicolaus,25,2,5,14,21,0.4,-7,Qualified
140,KAKAURIDZE Goga,24,2,6,25,24,0.333,1,Qualified
141,CORREA VILA Luis,29,2,6,25,25,0.333,0,Qualified
142,CHOW Chung Hei,23,2,6,21,22,0.333,-1,Qualified
142,COLLEAU Charles,29,2,6,21,22,0.333,-1,Qualified
144,COZMULEANU Codrin,28,2,6,20,21,0.333,-1,Qualified
145,KATO Hibiki,23,2,6,21,23,0.333,-2,Qualified
146,KOSSUTH Balint,28,2,6,23,26,0.333,-3,Qualified
147,HA Hansol,31,2,6,21,24,0.333,-3,Qualified
147,RODRIGUEZ Abraham,38,2,6,21,24,0.333,-3,Qualified
149,ELARABY Mazen,23,2,6,19,22,0.333,-3,Qualified
150,AYALA Julian,33,2,6,17,20,0.333,-3,Qualified
151,KALENDER Muhammed Furkan,22,2,6,22,26,0.333,-4,Qualified
152,CHAN Lok Hei Royce,21,2,6,19,23,0.333,-4,Qualified
153,ZAHEDI Nima,27,2,6,21,26,0.333,-5,Qualified
154,MESSICA Lucas Maurice Andre,28,2,6,20,25,0.333,-5,Qualified
155,MORALES Josue,27,2,6,19,24,0.333,-5,Qualified
155,WESTERN REYES Rafael,34,2,6,19,24,0.333,-5,Qualified
157,BAHAMONDE Manuel,30,2,6,18,23,0.333,-5,Qualified
158,HMISSI Amenallah,22,2,6,22,28,0.333,-6,Qualified
159,FERNANDEZ BLANCO Oscar,27,2,6,20,26,0.333,-6,Qualified
159,SHIRAI Hiromu,29,2,6,20,26,0.333,-6,Qualified
161,MOGG Leopold,25,2,6,18,24,0.333,-6,Qualified
162,TSUBO Hayato,22,2,6,17,23,0.333,-6,Qualified
163,FLOREZ Jaime,20,2,6,20,28,0.333,-8,Qualified
164,VERDE Rodrigo,19,2,6,19,27,0.333,-8,Qualified
165,DICK Jadryn,29,2,6,17,25,0.333,-8,Qualified
166,GOUGOULIAS Olympios,23,2,6,16,24,0.333,-8,Qualified
166,LOPEZ DE GUERENU Jorge,24,2,6,16,24,0.333,-8,Qualified
168,MAMUTOV Sherzod,23,2,6,16,25,0.333,-9,Qualified
169,CROMIE Max,22,2,6,16,26,0.333,-10,Qualified
169,DAULETNAZAROV Azizbek,20,2,6,16,26,0.333,-10,Qualified
171,ALPAIDZE Mikhail,22,2,6,13,28,0.333,-15,Qualified
172,GELINAS Marc,28,1,5,12,21,0.2,-9,Qualified
173,HOWES Nicholas,26,1,6,24,27,0.167,-3,Qualified
174,WEI Andrew,24,1,6,22,28,0.167,-6,Qualified
175,OLANGUA Asier,21,1,6,19,25,0.167,-6,Qualified
176,ALVAREZ Ricardo,27,1,6,20,27,0.167,-7,Qualified
177,KUTCHUKHIDZE Lasha,20,1,6,19,26,0.167,-7,Qualified
178,HO Ian,21,1,6,20,28,0.167,-8,Qualified
179,COVALIU Vlad,19,1,6,18,26,0.167,-8,Qualified
179,HERRANZ Carlos,23,1,6,18,26,0.167,-8,Qualified
